UNIQUE IDENTIFICATION,CODE,COMBINATION,INDIVIDUAL OFFER,QUANTITY,AQUISTION,REACTIVATION,RETENTION,TOTAL REDEMPTIONS,SALES,MARGIN,TICKET,MARGIN %,MARKDOWN 
41,8956S,SN 10% OFF / SL $8 off $40,SN 10% OFF,"27,155",3,4,135,142,"$8,784.30","$2,670.17",$61.86,30.4%,$989.83
41,8962Y,SN 10% OFF / SL $8 off $40,SL $8 off $40,"27,155",2,8,134,144,"$8,234.19","$2,450.88",$57.18,29.8%,"$1,127.43"
4476,8956S,SN 10% OFF / SL $8 off $40,SN 10% OFF,"27,199",0,0,6,6,$236.57,$69.14,$39.43,29.2%,$29.56
4476,8962Y,SN 10% OFF / SL $8 off $40,SL $8 off $40,"27,199",0,1,0,1,$61.96,$18.95,$61.96,30.6%,$8.00
4457,8959T,10% OFF FOOD & LITTER / 25% OFF PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER,"27,325",0,1,7,8,$400.51,$94.00,$50.06,23.5%,$66.60
4457,8962Z,10% OFF FOOD & LITTER / 25% OFF PETWASH OR GROOMING ADD ON,25% OFF PETWASH OR GROOMING ADD ON,"27,325",0,0,1,1,$10.50,$10.50,$10.50,100.0%,$3.50
4270,8948G,10% OFF PURCHASE,10% OFF PURCHASE,"27,410",0,0,1,1,$45.00,$26.45,$45.00,58.8%,-$3.50
4270,8948G,10% OFF PURCHASE,10% OFF PURCHASE,"27,410",5,14,113,132,"$7,244.99","$2,037.71",$54.89,28.1%,$786.79
4137,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"27,457",0,1,3,4,$199.01,-$38.83,$49.75,-19.5%,$97.78
4137,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"27,457",0,3,30,33,"$1,452.19",$337.19,$44.01,23.2%,$226.53
4092,8948G,10% OFF PURCHASE,10% OFF PURCHASE,"27,467",0,0,1,1,-$16.18,-$17.68,-$16.18,109.3%,-$1.80
4092,8948G,10% OFF PURCHASE,10% OFF PURCHASE,"27,467",3,1,30,34,"$1,527.47",$317.79,$44.93,20.8%,$175.77
4252,8956S,SN 10% OFF / SL $8 off $40,SN 10% OFF,"27,496",0,1,3,4,$104.30,$24.88,$26.08,23.9%,$11.60
4252,8962Y,SN 10% OFF / SL $8 off $40,SL $8 off $40,"27,496",0,3,2,5,$199.20,$68.12,$39.84,34.2%,$40.00
170,8959T,10% OFF FOOD & LITTER / 25% OFF PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER,"27,607",0,1,1,2,-$82.91,-$22.84,-$41.46,27.5%,-$12.05
170,8959T,10% OFF FOOD & LITTER / 25% OFF PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER,"27,607",2,16,245,263,"$14,118.70","$3,389.34",$53.68,24.0%,"$2,560.64"
170,8962Z,10% OFF FOOD & LITTER / 25% OFF PETWASH OR GROOMING ADD ON,25% OFF PETWASH OR GROOMING ADD ON,"27,607",0,0,2,2,$31.50,$31.50,$15.75,100.0%,$10.50
4461,8959T,10% OFF FOOD & LITTER / 25% OFF PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER,"27,615",1,2,27,30,"$1,401.20",$321.59,$46.71,23.0%,$238.09
4461,8962Z,10% OFF FOOD & LITTER / 25% OFF PETWASH OR GROOMING ADD ON,25% OFF PETWASH OR GROOMING ADD ON,"27,615",0,0,3,3,$87.00,$87.00,$29.00,100.0%,$17.00
4444,8948G,10% OFF PURCHASE,10% OFF PURCHASE,"27,893",2,0,16,19,"$1,368.82",$384.81,$72.04,28.1%,$141.96
4183,8956T,25% OFF TOYS AND TREATS / 25% OFF FULL SERVICE GROOM,25% OFF TOYS AND TREATS,"27,895",0,1,12,13,$561.87,$114.62,$43.22,20.4%,$128.85
4188,8958H,10% OFF PURCHASE / 50% OFF PETWASH,10% OFF PURCHASE,"27,907",0,8,53,61,"$3,014.74",$627.85,$49.42,20.8%,$337.52
4188,8961E,10% OFF PURCHASE / 50% OFF PETWASH,50% OFF PETWASH,"27,907",0,0,3,3,$18.00,$18.00,$6.00,100.0%,$18.00
4007,8960S,25% OFF TOYS AND TREATS / 25% OFF FULL SERVICE GROOM,25% OFF FULL SERVICE GROOM,"27,959",0,1,2,3,$213.75,$213.75,$71.25,100.0%,$66.25
4007,8956T,25% OFF TOYS AND TREATS / 25% OFF FULL SERVICE GROOM,25% OFF TOYS AND TREATS,"27,959",0,2,7,9,$295.98,$87.14,$32.89,29.4%,$59.29
57,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"28,026",0,0,1,1,$22.99,$7.67,$22.99,33.4%,-$0.25
57,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"28,026",8,9,114,131,"$6,854.99","$1,560.46",$52.33,22.8%,"$1,190.44"
57,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"28,026",0,0,2,2,-$17.30,-$2.68,-$8.65,15.5%,-$3.70
57,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"28,026",1,4,80,85,"$3,877.87","$1,012.72",$45.62,26.1%,$599.15
183,8948G,10% OFF PURCHASE,10% OFF PURCHASE,"28,057",0,0,2,2,$29.96,$11.71,$14.98,39.1%,-$2.00
183,8948G,10% OFF PURCHASE,10% OFF PURCHASE,"28,057",1,3,56,60,"$2,654.02",$795.35,$44.23,30.0%,$317.15
29,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"28,088",0,0,26,26,"$1,974.57",$389.17,$75.95,19.7%,$364.31
29,8961H,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,25% PETWASH OR GROOMING ADD ON,"28,088",0,3,1,4,$304.52,$296.68,$76.13,97.4%,$20.88
29,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"28,088",2,19,131,152,"$9,947.21","$2,222.97",$65.44,22.3%,"$1,804.79"
4164,8948G,10% OFF PURCHASE,10% OFF PURCHASE,"28,199",1,2,36,39,"$1,996.50",$583.55,$51.19,29.2%,$218.00
9038,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"28,234",1,3,49,53,"$2,389.12",$406.14,$45.08,17.0%,$372.65
4104,8948G,10% OFF PURCHASE,10% OFF PURCHASE,"28,418",7,5,48,60,"$3,106.11",$863.39,$51.77,27.8%,$342.05
143,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"28,474",0,0,7,7,$461.93,$32.79,$65.99,7.1%,$44.99
143,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"28,474",0,0,2,2,-$12.64,-$8.51,-$6.32,67.3%,-$9.86
143,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"28,474",1,3,47,51,"$3,832.71",$533.51,$75.15,13.9%,$761.28
4269,8957E,10% OFF PURCHASE / 25% OFF PETWASH OR GROOMING ADD ON,10% OFF PURCHASE,"28,513",0,0,1,1,$29.60,-$47.04,$29.60,-158.9%,-$10.60
4269,8957E,10% OFF PURCHASE / 25% OFF PETWASH OR GROOMING ADD ON,10% OFF PURCHASE,"28,513",0,4,84,88,"$4,791.59","$1,342.98",$54.45,28.0%,$528.11
4269,8955S,10% OFF PURCHASE / 25% OFF PETWASH OR GROOMING ADD ON, 25% OFF PETWASH OR GROOMING ADD ON,"28,513",0,0,2,2,$0.00,$0.00,$0.00,0.0%,$0.00
234,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"28,533",0,0,6,6,$297.48,$71.91,$49.58,24.2%,$50.74
4630,8960S,25% OFF TOYS AND TREATS / 25% OFF FULL SERVICE GROOM,25% OFF FULL SERVICE GROOM,"28,573",0,0,3,3,$255.50,$255.50,$85.17,100.0%,$58.50
4630,8956T,25% OFF TOYS AND TREATS / 25% OFF FULL SERVICE GROOM,25% OFF TOYS AND TREATS,"28,573",2,3,3,8,$284.97,$150.81,$35.62,52.9%,$64.12
81,8956S,SN 10% OFF / SL $8 off $40,SN 10% OFF,"28,730",0,0,5,5,-$68.05,-$65.51,-$13.61,96.3%,-$14.43
81,8956S,SN 10% OFF / SL $8 off $40,SN 10% OFF,"28,730",5,13,244,262,"$16,172.31","$5,012.85",$61.73,31.0%,"$1,820.69"
81,8962Y,SN 10% OFF / SL $8 off $40,SL $8 off $40,"28,730",2,7,180,192,"$11,188.89","$3,031.93",$58.28,27.1%,"$1,463.01"
9069,8961H,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,25% PETWASH OR GROOMING ADD ON,"28,735",0,0,3,3,$267.73,$251.20,$89.24,93.8%,$11.25
9069,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"28,735",0,0,1,1,-$7.18,-$7.18,-$7.18,100.0%,-$0.80
9069,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"28,735",1,0,45,46,"$2,915.35",$742.55,$63.38,25.5%,$456.09
4357,8959T,10% OFF FOOD & LITTER / 25% OFF PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER,"28,749",0,2,13,16,$681.57,$120.96,$42.60,17.7%,$101.05
4357,8962Z,10% OFF FOOD & LITTER / 25% OFF PETWASH OR GROOMING ADD ON,25% OFF PETWASH OR GROOMING ADD ON,"28,749",0,0,1,1,$7.50,$7.50,$7.50,100.0%,$2.50
123,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"28,834",0,4,45,49,"$3,760.28",$693.60,$76.74,18.4%,$732.02
174,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"28,914",0,0,3,3,$6.35,-$6.21,$2.12,-97.8%,-$10.20
174,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"28,914",5,10,122,137,"$6,428.38","$1,555.43",$46.92,24.2%,"$1,316.74"
174,8961H,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,25% PETWASH OR GROOMING ADD ON,"28,914",0,0,2,2,$189.44,$172.99,$94.72,91.3%,$17.50
174,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"28,914",0,0,1,1,-$0.16,-$3.28,-$0.16,2050.0%,-$0.90
174,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"28,914",1,5,122,128,"$6,767.62","$1,229.59",$52.87,18.2%,"$1,098.77"
12,8956S,SN 10% OFF / SL $8 off $40,SN 10% OFF,"29,032",0,0,1,1,-$17.08,-$9.55,-$17.08,55.9%,-$1.90
12,8956S,SN 10% OFF / SL $8 off $40,SN 10% OFF,"29,032",5,12,92,109,"$5,557.63","$1,469.37",$50.99,26.4%,$603.80
12,8962Y,SN 10% OFF / SL $8 off $40,SL $8 off $40,"29,032",0,8,65,73,"$3,805.78",$943.97,$52.13,24.8%,$596.07
4540,8957E,10% OFF PURCHASE / 25% OFF PETWASH OR GROOMING ADD ON,10% OFF PURCHASE,"29,126",0,0,2,2,$68.37,$13.40,$34.19,19.6%,$7.60
4414,8959T,10% OFF FOOD & LITTER / 25% OFF PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER,"29,528",5,3,106,114,"$6,434.87","$1,367.46",$56.45,21.3%,"$1,016.04"
4414,8962Z,10% OFF FOOD & LITTER / 25% OFF PETWASH OR GROOMING ADD ON,25% OFF PETWASH OR GROOMING ADD ON,"29,528",0,0,1,1,$10.50,$10.50,$10.50,100.0%,$3.50
9070,8961H,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,25% PETWASH OR GROOMING ADD ON,"29,672",0,0,1,1,$10.50,$10.50,$10.50,100.0%,$3.50
9070,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"29,672",0,0,1,1,-$15.98,-$4.86,-$15.98,30.4%,-$4.00
9070,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"29,672",0,2,37,39,"$2,438.53",$594.10,$62.53,24.4%,$473.19
4149,8956S,SN 10% OFF / SL $8 off $40,SN 10% OFF,"29,727",0,0,1,1,$23.18,$7.57,$23.18,32.7%,$2.58
4149,8962Y,SN 10% OFF / SL $8 off $40,SL $8 off $40,"29,727",0,0,4,4,$208.55,$35.69,$52.14,17.1%,$32.00
4445,8948G,10% OFF PURCHASE,10% OFF PURCHASE,"29,767",0,0,1,1,-$43.13,-$34.37,-$43.13,79.7%,-$4.79
4445,8948G,10% OFF PURCHASE,10% OFF PURCHASE,"29,767",2,1,13,16,"$1,058.99",$270.18,$66.19,25.5%,$115.03
4203,8948G,10% OFF PURCHASE,10% OFF PURCHASE,"29,790",0,2,21,23,"$1,112.35",$324.41,$48.36,29.2%,$136.89
9025,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"30,028",0,0,1,1,$0.00,$3.93,$0.00,0.0%,-$10.00
9025,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"30,028",1,2,10,13,$579.72,$146.42,$44.59,25.3%,$97.79
9025,8961H,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,25% PETWASH OR GROOMING ADD ON,"30,028",0,0,1,1,$106.62,$106.62,$106.62,100.0%,$1.88
9025,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"30,028",0,0,1,1,-$19.78,-$7.68,-$19.78,38.8%,-$2.20
9025,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"30,028",11,7,158,176,"$8,847.30","$2,050.03",$50.27,23.2%,"$1,446.78"
60,8956S,SN 10% OFF / SL $8 off $40,SN 10% OFF,"30,083",0,0,1,1,-$8.08,-$4.50,-$8.08,55.7%,-$0.90
60,8956S,SN 10% OFF / SL $8 off $40,SN 10% OFF,"30,083",4,4,127,135,"$8,278.77","$2,290.94",$61.32,27.7%,$949.20
60,8962Y,SN 10% OFF / SL $8 off $40,SL $8 off $40,"30,083",0,4,87,92,"$4,890.54","$1,260.78",$53.16,25.8%,$735.99
4420,8948G,10% OFF PURCHASE,10% OFF PURCHASE,"30,362",0,8,50,58,"$3,092.97",$931.98,$53.33,30.1%,$331.06
9040,8961H,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,25% PETWASH OR GROOMING ADD ON,"30,390",0,0,2,2,$80.00,$80.00,$40.00,100.0%,$6.00
9040,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"30,390",1,4,113,118,"$7,448.34","$1,296.58",$63.12,17.4%,"$1,369.97"
18,8957E,10% OFF PURCHASE / 25% OFF PETWASH OR GROOMING ADD ON,10% OFF PURCHASE,"30,408",0,0,20,20,$856.79,$252.28,$42.84,29.4%,$94.76
28,8961H,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,25% PETWASH OR GROOMING ADD ON,"30,484",0,0,2,2,$97.98,$87.34,$48.99,89.1%,$6.00
28,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"30,484",0,0,1,1,-$39.96,-$3.58,-$39.96,9.0%,-$10.00
28,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"30,484",4,8,151,163,"$10,454.53","$2,295.13",$64.14,22.0%,"$1,937.37"
4563,8956S,SN 10% OFF / SL $8 off $40,SN 10% OFF,"30,512",0,0,1,1,$5.00,$5.00,$5.00,100.0%,-$5.00
4563,8956S,SN 10% OFF / SL $8 off $40,SN 10% OFF,"30,512",5,1,29,35,"$2,058.14",$383.13,$58.80,18.6%,$256.33
4563,8962Y,SN 10% OFF / SL $8 off $40,SL $8 off $40,"30,512",3,3,34,44,"$2,771.57",$839.39,$62.99,30.3%,$352.00
4616,8956S,SN 10% OFF / SL $8 off $40,SN 10% OFF,"30,558",2,5,41,48,"$2,337.73",$678.75,$48.70,29.0%,$254.77
4616,8962Y,SN 10% OFF / SL $8 off $40,SL $8 off $40,"30,558",0,1,26,27,"$1,424.52",$381.03,$52.76,26.7%,$189.76
4598,8956T,25% OFF TOYS AND TREATS / 25% OFF FULL SERVICE GROOM,25% OFF TOYS AND TREATS,"31,003",2,2,5,9,$365.00,$110.43,$40.56,30.3%,$83.06
4202,8956S,SN 10% OFF / SL $8 off $40,SN 10% OFF,"31,020",1,2,19,22,$976.92,$325.78,$44.41,33.3%,$106.50
4202,8962Y,SN 10% OFF / SL $8 off $40,SL $8 off $40,"31,020",3,1,19,23,"$1,058.53",$310.68,$46.02,29.4%,$178.34
124,8961H,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,25% PETWASH OR GROOMING ADD ON,"31,069",0,1,3,4,$148.73,$143.73,$37.18,96.6%,$10.50
124,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"31,069",2,4,48,54,"$3,947.64",$671.21,$73.10,17.0%,$810.89
9,8958H,10% OFF PURCHASE / 50% OFF PETWASH,10% OFF PURCHASE,"31,137",2,9,116,127,"$5,921.53","$1,307.49",$46.63,22.1%,$654.68
9,8961E,10% OFF PURCHASE / 50% OFF PETWASH,50% OFF PETWASH,"31,137",0,0,5,5,$59.96,$44.61,$11.99,74.4%,$35.00
101,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"31,329",2,1,38,41,"$3,057.76",$672.50,$74.58,22.0%,$515.86
101,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"31,329",0,0,1,1,-$17.34,-$3.69,-$17.34,21.3%,-$4.34
101,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"31,329",0,8,116,124,"$7,349.92",$720.74,$59.27,9.8%,"$1,062.94"
42,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"31,383",6,10,111,127,"$5,745.39","$1,501.95",$45.24,26.1%,$891.28
4218,8956T,25% OFF TOYS AND TREATS / 25% OFF FULL SERVICE GROOM,25% OFF TOYS AND TREATS,"31,770",0,0,17,17,$738.68,$163.64,$43.45,22.2%,$147.37
166,8959T,10% OFF FOOD & LITTER / 25% OFF PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER,"31,945",0,0,2,2,$44.60,$19.35,$22.30,43.4%,-$15.50
166,8959T,10% OFF FOOD & LITTER / 25% OFF PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER,"31,945",0,4,128,132,"$7,832.57","$1,487.82",$59.34,19.0%,"$1,235.11"
166,8962Z,10% OFF FOOD & LITTER / 25% OFF PETWASH OR GROOMING ADD ON,25% OFF PETWASH OR GROOMING ADD ON,"31,945",0,0,2,2,$39.46,$32.52,$19.73,82.4%,$7.00
168,8961H,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,25% PETWASH OR GROOMING ADD ON,"31,955",0,0,6,6,$372.25,$371.15,$62.04,99.7%,$21.75
168,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"31,955",0,0,53,53,"$4,482.57",$807.55,$84.58,18.0%,$861.78
4647,8961H,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,25% PETWASH OR GROOMING ADD ON,"32,330",0,1,2,3,$84.30,$84.30,$28.10,100.0%,$10.70
4647,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"32,330",0,0,1,1,$82.55,$18.17,$82.55,22.0%,-$1.40
4647,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"32,330",2,6,66,74,"$5,475.35","$1,162.97",$73.99,21.2%,"$1,000.69"
4072,8956S,SN 10% OFF / SL $8 off $40,SN 10% OFF,"32,371",0,0,7,7,$398.39,$94.84,$56.91,23.8%,$45.96
4072,8962Y,SN 10% OFF / SL $8 off $40,SL $8 off $40,"32,371",0,0,7,7,$381.18,$101.79,$54.45,26.7%,$56.00
226,8961H,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,25% PETWASH OR GROOMING ADD ON,"32,499",0,0,3,3,$228.50,$228.50,$76.17,100.0%,$11.75
226,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"32,499",0,0,1,1,$5.29,$7.77,$5.29,146.9%,-$4.47
226,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"32,499",0,4,61,65,"$4,138.47",$573.15,$63.67,13.8%,$845.83
115,8961H,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,25% PETWASH OR GROOMING ADD ON,"32,548",0,0,8,8,$487.02,$483.63,$60.88,99.3%,$27.46
115,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"32,548",1,3,110,114,"$7,765.91","$1,660.99",$68.12,21.4%,"$1,414.99"
4196,8948G,10% OFF PURCHASE,10% OFF PURCHASE,"32,824",0,2,52,54,"$2,547.62",$657.76,$47.18,25.8%,$289.31
224,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"32,882",0,1,2,3,-$64.48,-$25.09,-$21.49,38.9%,-$26.00
224,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"32,882",15,13,81,109,"$5,418.22","$1,682.50",$49.71,31.1%,"$1,350.93"
224,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"32,882",0,0,1,1,$19.50,$1.16,$19.50,5.9%,$2.28
4101,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"33,115",1,0,29,30,"$1,301.94",$232.24,$43.40,17.8%,$228.84
112,8961H,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,25% PETWASH OR GROOMING ADD ON,"33,737",0,0,1,1,$90.75,$90.75,$90.75,100.0%,$6.25
112,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"33,737",0,0,2,2,$0.00,-$20.11,$0.00,0.0%,-$28.40
112,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"33,737",1,5,56,62,"$3,702.98",$741.21,$59.73,20.0%,$744.39
8047,8958H,10% OFF PURCHASE / 50% OFF PETWASH,10% OFF PURCHASE,"33,739",0,0,1,1,-$17.08,-$11.45,-$17.08,67.0%,-$1.90
8047,8958H,10% OFF PURCHASE / 50% OFF PETWASH,10% OFF PURCHASE,"33,739",0,0,37,37,"$1,578.84",$374.58,$42.67,23.7%,$189.39
8047,8961E,10% OFF PURCHASE / 50% OFF PETWASH,50% OFF PETWASH,"33,739",0,1,1,2,$10.00,$10.00,$5.00,100.0%,$10.00
4189,8959T,10% OFF FOOD & LITTER / 25% OFF PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER,"33,870",0,0,2,2,$86.17,$15.97,$43.09,18.5%,-$6.82
4189,8959T,10% OFF FOOD & LITTER / 25% OFF PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER,"33,870",0,6,127,133,"$7,696.09","$2,071.02",$57.87,26.9%,"$1,260.92"
